src--proust-flaubert-style-1920	「플로베르의 '문체'에 관하여」 (À propos du «style» de Flaubert, La Nouvelle Revue Française, 1920. 1.)	La Nouvelle Revue Française (Gallimard)	
src--woolf-common-reader-1925	The Common Reader (1925)	The Hogarth Press — Virginia Woolf	
src--woolf-stavrogins-confession-1922	Stavrogin's Confession (1922) — S. S. 코텔리안스키·버지니아 울프 공역	The Hogarth Press	
src--woolf-letters-diary	버지니아 울프 일기·서간 (The Diary of Virginia Woolf / The Letters of Virginia Woolf)	The Hogarth Press / Harcourt Brace Jovanovich	
src--mansfield-letters-journal	캐서린 맨스필드 일기·서간 (Journal of Katherine Mansfield, 1927 / The Letters of Katherine Mansfield)	Constable & Co. — 존 미들턴 머리 편	
src--mann-essays-reden	토마스 만 에세이·강연 (Essays und Reden)	S. Fischer Verlag — Thomas Mann	
src--faulkner-in-the-university	Faulkner in the University: Class Conferences at the University of Virginia 1957–1958 (Frederick Gwynn·Joseph Blotner 편, 1959)	University of Virginia Press	
src--musil-tagebuecher	로베르트 무질 일기 (Tagebücher, Adolf Frisé 편)	Rowohlt Verlag	
src--pessoa-campos-saudacao-whitman	「월트 휘트먼에게 보내는 인사」 (Saudação a Walt Whitman) — 알바루 드 캄푸스 명의, 1915년 무렵 집필·사후 간행	페르난두 페소아 유고 — Espólio de Fernando Pessoa, Biblioteca Nacional de Portugal	
src--yeats-collected-letters	W. B. 예이츠 서간집 (The Collected Letters of W. B. Yeats)	Oxford University Press	
src--rilke-briefe	라이너 마리아 릴케 서간집 (Briefe) — 『세잔에 관한 편지』(Briefe über Cézanne, 1907) 포함	Insel Verlag	
src--eliot-selected-essays-1932	Selected Essays (1932)	Faber and Faber — T. S. Eliot	
src--eliot-on-poetry-and-poets-1957	On Poetry and Poets (1957)	Faber and Faber — T. S. Eliot	
src--eliot-ulysses-order-and-myth-1923	「율리시스, 질서, 신화」 (Ulysses, Order, and Myth, The Dial, 1923. 11.)	The Dial (New York)	
src--waste-land-facsimile-1971	The Waste Land: A Facsimile and Transcript of the Original Drafts (Valerie Eliot 편, 1971)	Faber and Faber / Harcourt Brace Jovanovich	
src--stein-lectures-in-america-1935	Lectures in America (1935)	Random House — Gertrude Stein	
src--borges-kafka-y-sus-precursores	「카프카와 그의 선구자들」 (Kafka y sus precursores, 1951)	Jorge Luis Borges — La Nación 게재, 이후 『또 다른 심문들』(1952) 수록	
src--borges-prologo-kafka-losada-1938	프란츠 카프카 단편 선집 『변신』 스페인어판 서문 (Editorial Losada, Buenos Aires, 1938)	Editorial Losada	
src--borges-hojas-de-hierba-1969	월트 휘트먼 『풀잎』 스페인어 선역 (Hojas de hierba, 보르헤스 옮김·서문, 1969)	Juárez Editor, Buenos Aires	
src--borges-orlando-cuarto-propio-sur	버지니아 울프 『자기만의 방』(1936)·『올랜도』(1937) 스페인어판, 보르헤스 옮김	Editorial Sur, Buenos Aires	
src--borges-palmeras-salvajes-1940	윌리엄 포크너 『야생 종려나무』 스페인어판 (Las palmeras salvajes, 보르헤스 옮김, 1940)	Editorial Sudamericana, Buenos Aires	
src--borges-proa-ulises-1925	「조이스의 율리시스」와 마지막 쪽 번역 (『프로아』 Proa, 1925)	Revista Proa, Buenos Aires	
src--borges-historia-de-la-eternidad-1936	『영원의 역사』 수록 「순환의 교리」 (Historia de la eternidad, 1936)	Editorial Viau y Zona, Buenos Aires	
src--borges-discusion-1932	『토론』 수록 「부바르와 페퀴셰 옹호」·「플로베르와 그의 모범적 운명」 (Discusión, 1932)	Manuel Gleizer Editor, Buenos Aires	
src--neruda-confieso-que-he-vivido	『내가 살았음을 고백한다』 (Confieso que he vivido: Memorias, 1974, 사후 출간)	Editorial Seix Barral	
src--neruda-veinte-poemas-nota-tagore	『스무 편의 사랑의 시와 한 편의 절망의 노래』 후기 판본의 16번 시 각주	Editorial Losada / Pablo Neruda	
src--discurso-al-alimon-1933	로르카와 네루다의 '알리몬 연설' — 루벤 다리오를 기리는 공동 연설 (부에노스아이레스 PEN 클럽, 1933)	PEN Club de Buenos Aires	
src--anales-de-buenos-aires-1946	『로스 아날레스 데 부에노스아이레스』 — 보르헤스 편집 시기 지면 (1946), 코르타사르 「점거당한 집」 게재	Los Anales de Buenos Aires	
src--makerere-conference-1962	영어로 쓰는 아프리카 작가 회의 (Conference of African Writers of English Expression, 마케레레 대학, 캄팔라, 1962년 6월)	Makerere University College / Transition (Kampala)	
src--soyinka-myth-literature-african-world	Myth, Literature and the African World (1976)	Cambridge University Press	
src--soyinka-opera-wonyosi-1977	『오페라 워뇨시』 (Opera Wonyosi, 1977년 이페 초연)	University of Ife / Wole Soyinka	
src--ngugi-homecoming-1972	Homecoming: Essays on African and Caribbean Literature, Culture and Politics (1972)	Heinemann Educational Books	
src--cesaire-tragedie-roi-christophe-1963	『크리스토프 왕의 비극』 (La Tragédie du roi Christophe, 1963)	Présence Africaine	
src--garcia-marquez-vivir-para-contarla	『이야기하기 위해 살다』 (Vivir para contarla, 2002)	Editorial Norma / Mondadori — 가브리엘 가르시아 마르케스 자서전	
src--garcia-marquez-rulfo-memoir-essay	후안 룰포에 관한 가르시아 마르케스의 회고 산문 (1980)	가브리엘 가르시아 마르케스 산문 — 룰포 헌정 지면 게재 후 산문집 수록	
src--garcia-marquez-hemingway-nyt-1981	「가브리엘 가르시아 마르케스, 어니스트 헤밍웨이를 만나다」 (1981. 7.)	The New York Times Book Review	
src--calvino-perche-leggere-i-classici	『왜 고전을 읽는가』 (Perché leggere i classici, 1991)	Arnoldo Mondadori Editore	
src--oulipo-workshop-records	울리포(Ouvroir de littérature potentielle) 회원·회합 기록 (1960– )	Oulipo / Bibliothèque Oulipienne	
src--morrison-cornell-thesis-1955	토니 모리슨 코넬 대학교 영문학 석사학위 논문 (1955)	Cornell University	
src--morrison-faulkner-yoknapatawpha-1985	포크너와 요크나파토파 학술대회 모리슨 발표 (미시시피 대학, 1985)	The University of Mississippi — Faulkner and Yoknapatawpha Conference	
src--morrison-baldwin-eulogy-1987	제임스 볼드윈 추도문 「그의 언어 안의 삶」 (1987. 12.)	The New York Times Book Review	
src--kundera-art-du-roman	『소설의 기술』 (L'Art du roman, 1986)	Éditions Gallimard	
src--kundera-testaments-trahis	『배신당한 유언들』 (Les Testaments trahis, 1993)	Éditions Gallimard	
src--kundera-introduction-variation-1985	「어느 변주곡의 서문」 (Introduction à une variation, 1985)	『자크와 그의 주인』 서문 / The New York Times Book Review 게재	
src--lem-microworlds	『마이크로월즈 — SF와 판타지에 관한 글』 (Microworlds, Franz Rottensteiner 엮음, 1984)	Harcourt Brace Jovanovich	
src--sfwa-lem-membership-1976	SFWA 렘 명예회원 자격 관련 기록 (1973년 수여, 1976년 철회)	Science Fiction and Fantasy Writers of America	
src--le-guin-year-of-the-flood-review-2009	어슐러 K. 르 귄, 『홍수의 해』 서평 (2009. 8.)	The Guardian	
src--le-guin-dancing-at-the-edge	『세상 끝에서 춤추다』 (Dancing at the Edge of the World, 1989)	Grove Press	
src--eco-sulla-letteratura	『문학에 대하여』 (Sulla letteratura, 2002)	Bompiani	
src--eco-poetiche-di-joyce	『조이스의 시학』 (Le poetiche di Joyce, 1966)	Bompiani	
src--rushdie-imaginary-homelands	『상상의 조국 — 에세이와 비평 1981–1991』 (Imaginary Homelands, 1991)	Granta Books / Viking	
src--sebald-kafka-writings	제발트의 카프카 저술 — 학술 논문과 『현기증. 감정들』 제3부 「Dr. K.s Badereise nach Riva」 (1990)	학술지 게재 논문 / Verlag Vito von Eichborn	
src--sebald-ringe-des-saturn	『토성의 고리』 (Die Ringe des Saturn, 1995)	Verlag Vito von Eichborn	
src--coetzee-beckett-dissertation-1969	「사뮈엘 베케트의 영어 소설 — 문체 분석 시론」 박사학위 논문 (1969)	The University of Texas at Austin	
src--coetzee-inner-workings	『내면의 작동 — 문학 에세이 2000–2005』 (Inner Workings, 2007)	Harvill Secker / Viking	
src--mendelson-encyclopedic-narrative-1976	「백과전서적 서사 — 단테에서 핀천까지」 (Edward Mendelson, 1976)	MLN (Modern Language Notes), Johns Hopkins University Press	
src--walker-in-search-of-hurston-1975	「조라 닐 허스턴을 찾아서」 (Alice Walker, 1975. 3.)	Ms. magazine	
src--beckett-our-exagmination-1929	「단테… 브루노. 비코.. 조이스」 — 『Our Exagmination Round His Factification for Incamination of Work in Progress』 수록 (1929)	Shakespeare and Company, Paris	
src--beckett-proust-1931	『Proust』 (1931)	Chatto & Windus, London	
src--beckett-but-the-clouds	텔레비전극 「…but the clouds…」 (1976년 집필, BBC 방영)	Faber and Faber (희곡 판본) / BBC	
src--nabokov-lectures-on-literature	『Lectures on Literature』 (Fredson Bowers 편, 1980)	Harcourt Brace Jovanovich	
src--nabokov-lectures-russian-literature	『Lectures on Russian Literature』 (Fredson Bowers 편, 1981)	Harcourt Brace Jovanovich	
src--nabokov-strong-opinions	『Strong Opinions』 (1973)	McGraw-Hill	
src--camus-mythe-sisyphe-kafka-appendix	「프란츠 카프카의 작품에서 희망과 부조리」 — 『시지프 신화』 부록	Éditions Gallimard	
src--camus-les-possedes-1959	『Les Possédés』 — 도스토옙스키 『악령』의 3부 희곡 각색 (1959)	Éditions Gallimard	
src--camus-homme-revolte-1951	『L'Homme révolté』 (1951)	Éditions Gallimard	
src--camus-requiem-pour-une-nonne-1956	『Requiem pour une nonne』 — 포크너 『수녀를 위한 레퀴엠』의 프랑스어 무대 각색 (1956)	Éditions Gallimard	
src--beauvoir-force-des-choses	『La Force des choses』 (1963)	Éditions Gallimard	
src--sartre-explication-etranger-1943	「Explication de L'Étranger」 (Cahiers du Sud, 1943)	Cahiers du Sud — 이후 『Situations I』 수록	
src--esslin-theatre-of-the-absurd	『The Theatre of the Absurd』 (1961)	Doubleday	
src--hemingway-moveable-feast	『A Moveable Feast』 (1964, 사후 간행)	Charles Scribner's Sons	
src--stein-autobiography-toklas	『The Autobiography of Alice B. Toklas』 (1933)	Harcourt, Brace and Company	
src--hemingway-conrad-tribute-1924	조지프 콘래드 추모 기고 (the transatlantic review 콘래드 특집, 1924)	The transatlantic review (Paris)	
src--beach-shakespeare-and-company	『Shakespeare and Company』 (1959)	Harcourt, Brace and Company	
src--orwell-lear-tolstoy-and-the-fool-1947	「Lear, Tolstoy and the Fool」 (Polemic, 1947)	Polemic (London)	
src--manifeste-343-1971	「343인 선언」 (Le Nouvel Observateur, 1971. 4. 5.)	Le Nouvel Observateur	
src--celan-niemandsrose-1963	『Die Niemandsrose』 (1963)	S. Fischer Verlag	
src--celan-uebertragungen	파울 첼란 번역 시편 (Gesammelte Werke, Übertragungen 권)	Suhrkamp Verlag	
src--ellison-shadow-and-act	『Shadow and Act』 (1964)	Random House	
src--oconnor-mystery-and-manners	『Mystery and Manners: Occasional Prose』 (Sally & Robert Fitzgerald 편, 1969)	Farrar, Straus and Giroux	
src--soseki-letter-akutagawa-1916	나쓰메 소세키가 아쿠타가와 류노스케에게 보낸 편지 (1916년 2월)	『漱石全集』 서간 편	
src--lu-xun-henan-essays-1907-08	루쉰 초기 문언 논문 — 『하남(河南)』 게재 (도쿄, 1907–1908)	재일 중국인 유학생 잡지 『河南』	
src--xiandai-riben-xiaoshuo-ji-1923	『현대일본소설집(現代日本小說集)』 (1923)	上海 商務印書館	
src--lu-xun-nora-lecture-1923	「노라는 떠난 뒤 어떻게 되었는가(娜拉走後怎樣)」 — 베이징여자고등사범학교 강연 (1923. 12.)	北京女子高等師範學校	
src--rilke-tsvetaeva-pasternak-1926	릴케·파스테르나크·츠베타예바 1926년 왕복 서한	각국어 정본 서한집 (러시아어판 『Письма 1926 года』, 독일어판 『Briefwechsel』)	
src--tsvetaeva-stikhi-k-akhmatovoy-1916	마리나 츠베타예바, 「아흐마토바에게(Стихи к Ахматовой)」 연작 (1916)	츠베타예바 시 전집 수록	
src--hedayat-payam-e-kafka-1948	사데크 헤다야트, 「카프카의 전언(پیام کافکا)」 — 페르시아어판 『유형지에서』 서문 (1948)	테헤란 초판	
src--premchand-tolstoy-ki-kahaniyan-1923	프렘찬드 옮김, 『톨스토이의 이야기들(टॉल्स्टॉय की कहानियाँ)』 (1923)	바라나시 간행 힌디 단행본	
src--kafka-proces-pl-1936	프란츠 카프카, 『소송(Proces)』 폴란드어 초판 (바르샤바, 1936) — 브루노 슐츠 후기	Towarzystwo Wydawnicze Rój (바르샤바)	
src--gombrowicz-schulz-open-letters-1936	비톨트 곰브로비치·브루노 슐츠 공개 서한 (『Studio』, 1936)	문예지 『Studio』 (바르샤바)	
src--broch-joyce-und-die-gegenwart-1936	헤르만 브로흐, 「제임스 조이스와 현재(James Joyce und die Gegenwart)」 (1932년 강연, 1936년 간행)	Herbert Reichner Verlag (빈)	
src--canetti-das-augenspiel-1985	엘리아스 카네티, 『눈의 유희(Das Augenspiel)』 (1985)	Carl Hanser Verlag	
src--canetti-der-andere-prozess-1969	엘리아스 카네티, 『또 하나의 소송 — 카프카의 펠리체에게 보낸 편지(Der andere Prozeß)』 (1969)	Carl Hanser Verlag	
src--canetti-die-fackel-im-ohr-1980	엘리아스 카네티, 『귀 속의 횃불(Die Fackel im Ohr)』 (1980)	Carl Hanser Verlag	
src--akhmatova-tagore-translations	안나 아흐마토바의 타고르 러시아어 번역 시편	소비에트 시기 타고르 러시아어판	
src--tsvetaeva-plavanie-1940	샤를 보들레르 「여행(Le Voyage)」의 러시아어역 「Плаванье」 — 마리나 츠베타예바 역 (1940)	츠베타예바 번역 시편	
src--tsvetaeva-lorca-translations-1941	페데리코 가르시아 로르카 시편의 러시아어역 — 마리나 츠베타예바 역 (1940–1941)	츠베타예바 번역 시편	
src--kim-yunsik-kim-hyeon-hanguk-munhaksa	김윤식·김현, 『한국문학사』 (1973)	민음사	
src--flaubert-correspondance	귀스타브 플로베르 서간집 (Correspondance)	Éditions Gallimard, Bibliothèque de la Pléiade	
src--tolstoy-what-is-art	예술이란 무엇인가 (Что такое искусство?, 1897)	레프 톨스토이 저작	
src--dostoevsky-writers-diary	작가의 일기 (Дневник писателя, 1873–1881)	표도르 도스토옙스키 정기 연재물	
src--chekhov-letters	안톤 체호프 서간집	안톤 체호프 서한 (알렉산드르 체호프·수보린 앞)	
src--ibsen-letters-speeches	헨리크 입센 서한·연설집	헨리크 입센 서한 및 공개 연설 기록	
src--james-ny-edition-prefaces	뉴욕판 서문집 (Prefaces to the New York Edition, 1907–1909)	Charles Scribner's Sons	
src--conrad-a-personal-record	개인적 기록 (A Personal Record, 1912)	조지프 콘래드 회고록	
src--abl-machado	Academia Brasileira de Letras — 마샤두 지 아시스 관련 기관 자료	Academia Brasileira de Letras	
src--dickinson-fascicles	에밀리 디킨슨 육필 원고와 파시클(수제 시집 묶음)	Amherst College Archives / Houghton Library, Harvard University	
src--whitman-1855-preface	『풀잎』 1855년 초판 서문	월트 휘트먼 자비 출판 초판	
src--nietzsche-colli-montinari	니체 전집 비판정본 (Kritische Gesamtausgabe / Kritische Studienausgabe, Colli·Montinari 편)	Walter de Gruyter	
src--aozora-soseki-wagahai	吾輩は猫である — 青空文庫 전사 (카드 789, 저본 『夏目漱石全集1』)	青空文庫	https://www.aozora.gr.jp/cards/000148/card789.html
src--aozora-soseki-botchan	坊っちゃん — 青空文庫 전사 (카드 752, 저본 『ちくま日本文学全集 夏目漱石』)	青空文庫	https://www.aozora.gr.jp/cards/000148/card752.html
src--aozora-soseki-sanshiro	三四郎 — 青空文庫 전사 (카드 794)	青空文庫	https://www.aozora.gr.jp/cards/000148/card794.html
src--aozora-soseki-sorekara	それから — 青空文庫 전사 (카드 1746, 저본 『漱石全集 第六巻』)	青空文庫	https://www.aozora.gr.jp/cards/000148/card1746.html
src--aozora-soseki-kokoro	こころ — 青空文庫 전사 (카드 773)	青空文庫	https://www.aozora.gr.jp/cards/000148/card773.html
src--aozora-soseki-bungakuron-jo	『文学論』序 — 青空文庫 전사 (카드 60818, 저본 『漱石文芸論集』)	青空文庫	https://www.aozora.gr.jp/cards/000148/card60818.html
src--jawiki-wagahai	吾輩は猫である — 일본어 위키백과	ja.wikipedia.org	https://ja.wikipedia.org/wiki/%E5%90%BE%E8%BC%A9%E3%81%AF%E7%8C%AB%E3%81%A7%E3%81%82%E3%82%8B
src--jawiki-botchan	坊つちやん — 일본어 위키백과	ja.wikipedia.org	https://ja.wikipedia.org/wiki/%E5%9D%8A%E3%81%A4%E3%81%A1%E3%82%84%E3%82%93
src--jawiki-sanshiro	三四郎 — 일본어 위키백과	ja.wikipedia.org	https://ja.wikipedia.org/wiki/%E4%B8%89%E5%9B%9B%E9%83%8E
src--jawiki-sorekara	それから (小説) — 일본어 위키백과	ja.wikipedia.org	https://ja.wikipedia.org/wiki/%E3%81%9D%E3%82%8C%E3%81%8B%E3%82%89_(%E5%B0%8F%E8%AA%AC)
src--jawiki-kokoro	こゝろ — 일본어 위키백과	ja.wikipedia.org	https://ja.wikipedia.org/wiki/%E3%81%93%E3%82%9D%E3%82%8D
src--ndl-bungakuron-1907	文学論 (夏目漱石, 大倉書店, 明治40년 5월) — 국립국회도서관 서지	国立国会図書館	https://ndlsearch.ndl.go.jp/books/R100000002-I0000005022
src--bnwikisource-gitanjali-1913	গীতাঞ্জলি — 벵골어 위키문헌 교정 전사 (1913년 인쇄본 스캔)	bn.wikisource.org	https://bn.wikisource.org/wiki/%E0%A6%97%E0%A7%80%E0%A6%A4%E0%A6%BE%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A6%B2%E0%A6%BF_(%E0%A7%A7%E0%A7%AF%E0%A7%A7%E0%A7%A9)/%E0%A7%A7
src--bnwiki-gitanjali	গীতাঞ্জলি — 벵골어 위키백과	bn.wikipedia.org	https://bn.wikipedia.org/wiki/%E0%A6%97%E0%A7%80%E0%A6%A4%E0%A6%BE%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A6%B2%E0%A6%BF
src--bnwikisource-dakghar	ডাকঘর — 벵골어 위키문헌 교정 전사 (인디언 퍼블리싱 하우스 판 스캔)	bn.wikisource.org	https://bn.wikisource.org/wiki/%E0%A6%A1%E0%A6%BE%E0%A6%95%E0%A6%98%E0%A6%B0/%E0%A7%A7
src--bnwiki-dakghar	ডাকঘর (নাটক) — 벵골어 위키백과	bn.wikipedia.org	https://bn.wikipedia.org/wiki/%E0%A6%A1%E0%A6%BE%E0%A6%95%E0%A6%98%E0%A6%B0_(%E0%A6%A8%E0%A6%BE%E0%A6%9F%E0%A6%95)
src--enwikisource-nationalism-1917	Nationalism — 영어 위키문헌 교정 전사 (Macmillan 1917년 초판 스캔)	en.wikisource.org	https://en.wikisource.org/wiki/Nationalism
